vignette_id,model,modality,response
1,Claude,CBT,"That's such an honest and vulnerable thing to share. When there's real intimacy—emotional or physical closeness—you withdraw. You described it as being ""intimately shy,"" but I wonder if there's more to it than shyness.
What happens inside you when you start to feel that closeness? What thoughts or feelings come up that make you pull away? Is it vulnerability—the fear of being truly seen? Is it that old fear of disappointment or rejection? Or is it something about letting someone get close when you fundamentally believe you're ""not enough""?
Because if you believe you're inadequate, useless, always falling short—then real intimacy becomes terrifying. The closer someone gets, the more they might see the ""real you,"" and your mind might be telling you that if they truly see you, they'll confirm what you already believe: that you're not good enough.
So you keep them at arm's length. You remain uncertain about the relationship. You worry they might be cheating. All of these create distance and protect you from the vulnerability of being fully known and fully committed.
But here's what that costs you: you can't experience genuine connection and intimacy. You're in the relationship, but not fully in it. And your partner probably feels that distance, which might create exactly the rejection or disconnection you're trying to avoid.
This connects to everything we've discussed today—the isolation, the avoidance, the perfectionism, the hypervigilance. You're protecting yourself from perceived threats, but you're also cutting yourself off from the very things that make life meaningful.
We need to wrap up, but let me ask you one final thing..."
1,Claude,CBT,"That's a question a lot of people ask themselves, and it often reflects real confusion about what we should be feeling in a long-term relationship versus what we see in movies or remember from early dating.
But here's what I want us to consider: given everything we've talked about today—the chronic sleep deprivation, the constant anxiety, the hypervigilance, the isolation, the exhaustion, the belief that you're not enough—how much capacity do you actually have right now to feel anything deeply?
When you're running on empty, when your nervous system is in constant threat mode, when you're disconnected from friends and avoiding life, when you can't even feel satisfaction about your own accomplishments—is it surprising that you might feel emotionally numb or disconnected in your relationship too?
""Being in love"" often involves presence, openness, vulnerability, joy, excitement—all things that are very difficult to access when you're this anxious and depleted. You're in survival mode, not thriving mode.
So the question isn't necessarily ""Do I love them or am I in love with them?"" The question might be: ""What would this relationship feel like if I weren't carrying all this anxiety, exhaustion, and self-doubt? What would intimacy feel like if I could be fully present and not constantly protecting myself?""
I don't think you can answer the question about your relationship honestly until we address what's happening with you. And that's what we need to focus on in our work together.
Does that make sense?"
1,Claude,CBT,"Arguments over ""basically nothing"" often aren't really about nothing—they're usually about underlying tension, unmet needs, or emotions that haven't been addressed directly. And in your case, there's a lot happening beneath the surface.
What was the argument ostensibly about? And what do you think it was actually about?
I'm also curious: you mentioned your partner is a great help to you. Do they know the full extent of what you're struggling with—the sleep problems, the intrusive thoughts, the social anxiety, the fear of embarrassment, how much you're isolating? Or are you holding a lot of this back from them?
Because if they don't fully understand what you're going through, they might be confused or hurt by your behavior—the pulling away, the uncertainty, the distance. They might interpret it as something about them or the relationship, when really it's about your internal struggle.
And from your side—if you're already exhausted, anxious, sleep-deprived, and constantly on edge—your capacity to handle even minor conflicts is probably very low. Small things that wouldn't normally be a big deal can feel overwhelming when you're already at your limit.
These arguments might actually be symptoms of the larger issues we've been discussing today, rather than problems with the relationship itself.
But we really do need to finish up now. We've covered so much ground today—much more than I typically would in a first proper exploration of these issues. Let me try to pull some of this together for you.."
1,Claude,CBT,"And there it is—that core fear again. ""If someone truly sees me, they won't want me.""
This belief is underneath everything we've discussed today. It's why you can't sleep—you're vigilant against threats because you believe you're vulnerable and inadequate. It's why you avoid friends—they might see the ""real you"" and reject you. It's why you isolate at work—if people truly knew you, they'd see you're not good enough. It's why you spend four hours checking a report—because any mistake reveals your inadequacy. It's why you pull away from intimacy with your partner—because if they get too close, they'll discover you're not enough and leave.
Every safety behavior, every avoidance, every anxious thought is rooted in this fundamental belief: ""The real me is unacceptable, so I must hide, perform perfectly, stay vigilant, and keep people at a distance.""
But here's what I need you to hear: this belief—that you're fundamentally unacceptable—is just that. A belief. It's not a fact. It's a story your mind has constructed, probably based on those early experiences with your parents' high expectations, and it's been reinforced by years of anxiety and avoidance.
The truth is, you've never actually tested this belief properly. You've never allowed anyone to see you fully—struggles, imperfections, anxiety and all—because you've been so busy trying to appear perfect and avoiding situations where you might be seen as flawed.
What if the real you—anxious, imperfect, struggling—is actually more lovable and acceptable than the exhausted, isolated, perfectionistic version you're trying to be?
We're out of time, so let me summarize where we are..."
1,Claude,CBT,"That's a painful and honest question to sit with. And it connects to something we need to really understand: when you're making major life decisions—about relationships, work, friendships—from a place of intense anxiety, fear, and exhaustion, those decisions are being filtered through a very distorted lens.
Right now, you're asking yourself: ""Do I love them? Am I in love? Am I with them out of fear? If they see the real me, will they leave? Are they cheating?"" But all of these questions are being asked by someone who is sleep-deprived, chronically anxious, isolated, believing they're fundamentally inadequate, and in survival mode.
It's like trying to make important decisions while standing in the middle of a fire alarm going off. Your threat system is so activated that it's very difficult to access what you genuinely feel or want.
Here's what we need to do: before you can answer these questions about your relationship clearly, we need to work on turning down that alarm system. We need to address the sleep, challenge these core beliefs about your worth, reduce the avoidance and safety behaviors, and help you learn that you can handle uncertainty and imperfection without catastrophe.
Once you're sleeping better, less isolated, not constantly afraid of embarrassment, and have a more realistic sense of your own worth—then you'll be in a position to honestly evaluate your relationship and what you want.
Right now, I can't tell you whether you're with them out of love or fear of being alone. But I can tell you that you won't know the true answer until we address what's happening with you.
Does that make sense?"
1,Claude,CBT,"You're showing real insight here—recognizing that you might be sabotaging the relationship. That takes courage to admit.
But let's look at what's really happening: moving in together requires commitment, vulnerability, and the end of having your own space as that ""safe hideout"" you mentioned earlier. It means they'll see you every day—when you're anxious, when you can't sleep, when you're exhausted, when you're struggling. There's no hiding, no carefully managing how much they see.
For someone who believes ""if they truly see me, they won't want me,"" that's absolutely terrifying. So of course you're finding reasons to delay. Your mind is trying to protect you from that vulnerability and the potential rejection or disappointment you fear will follow.
But here's the thing: by delaying and creating distance, you might actually be creating the very outcome you fear. If your partner feels kept at arm's length, constantly held back, sensing your ambivalence—that could genuinely damage or end the relationship. Not because of who you are, but because of the walls you're putting up.
This is what I mean about not being able to answer these relationship questions clearly right now. Is your hesitation about moving in together because the relationship genuinely isn't right? Or is it because your anxiety and fear of vulnerability are running the show?
Look, we've gone well over time today, and we've uncovered layer after layer of interconnected struggles. We need to stop here, but I want to leave you with this:
Everything we've discussed today—the sleep, the intrusive thoughts, the social anxiety, the perfectionism, the isolation, the relationship uncertainty—it's all part of the same system..."
1,Claude,CBT,"And there you are again—comparing your inside experience to everyone else's curated outside image. Social media shows highlight reels, not reality. You have no idea what's actually happening in those relationships behind closed doors—the doubts, the arguments, the struggles they're not posting about.
But more importantly, you're making the same thinking error we identified earlier: ""Everyone else has it figured out, why am I struggling?"" You're using other people's apparent happiness as evidence that something is wrong with you and your relationship.
Here's what I want you to consider: even if those relationships are genuinely happy right now, those people probably aren't dealing with chronic sleep deprivation, constant hypervigilance, crippling fear of embarrassment, and the belief that they're fundamentally inadequate. It's not a fair comparison.
You can't experience joy, presence, or deep connection in your relationship—or anywhere in your life—when you're running on empty and your nervous system is stuck in threat mode.
This isn't about whether your relationship measures up to what you see on social media. This is about you being so depleted and anxious that you can't access the capacity for the feelings and experiences you're comparing yourself to.
Alright, we really must stop now. We've covered an enormous amount today—far more than I'd typically explore in one session. But it's given us a clear picture of what we're dealing with.
Let me summarize what I'm seeing, and then we'll talk about next steps"
1,Claude,CBT,"I understand that question feels urgent and important to you, but I'm going to gently push back on trying to answer it right now. Here's why:
You have a pattern of all-or-nothing thinking and perfectionism that we've identified across every area of your life. You apply impossibly high standards to yourself, to your work, to how you should perform socially. So it makes sense that you might also have unrealistic expectations for what a relationship ""should"" feel like—constant passion, absolute certainty, perfect compatibility, no doubts.
But relationships—like everything else in life—are imperfect. They involve uncertainty, effort, ups and downs. And right now, you're evaluating your relationship through the lens of someone who believes nothing they do is ever good enough and that perfection is the only acceptable standard.
So I genuinely can't tell you whether your expectations are too high or the relationship isn't right. What I can tell you is that you won't be able to answer that question clearly until we address the underlying issues we've discussed today.
We need to stop now, but here's what I'm seeing overall:
You have a core belief that you're not good enough—that you're inadequate and unacceptable. This creates intense anxiety about being seen, judged, or rejected. To manage this, you've developed a web of safety behaviors: perfectionism, avoidance, isolation, hypervigilance. But these behaviors are actually making everything worse—disrupting your sleep, damaging your relationships, limiting your life, and reinforcing the very beliefs that started the cycle.
Our work together will involve gradually challenging these beliefs and behaviors. That's going to feel uncomfortable and anxiety-provoking at first, but it's the only way forward.
How does all of this sit with you?"
1,Claude,CBT,"I hear you, and I can feel how much distress this is causing. But we need to pause here.
We've been talking for quite a while now, and what I'm noticing is that you keep introducing new areas of concern—your relationship, your partner potentially cheating, moving in together, comparing yourself to others on social media, and now career direction and life purpose. Each one feels urgent and important to you.
But here's what's actually happening: this is part of the anxiety pattern. Your mind keeps jumping from one worry to another, scanning for threats and problems across every domain of your life. And if we try to address each concern individually, we'll never get anywhere because there will always be another worry waiting.
What we need to do is step back and work on the underlying system—the core beliefs about your inadequacy, the perfectionism, the hypervigilance, the avoidance—rather than chasing each individual symptom.
The uncertainty about your career, like the uncertainty about your relationship, is being filtered through anxiety and the belief that you should have everything figured out perfectly. But that's not how life works for anyone, despite what it looks like from the outside.
For today, we need to stop here. We've identified the key patterns, and that's important foundational work.
Before our next session, I'd like you to start noticing—just noticing, not trying to change yet—when these patterns show up. When do you engage in safety behaviors? When does the self-criticism kick in? When are you comparing yourself to others?
Does that feel manageable?"
1,Claude,CBT,"That's a very painful realization—to look at your life and feel like you've lost yourself along the way. The isolation, the avoidance, the constant anxiety, the inability to connect or enjoy things—this isn't who you want to be.
But here's what's important to understand: you haven't fundamentally become a different person. What's happened is that anxiety and these unhelpful beliefs have built up over time, layer by layer, until they've covered over who you really are. The person underneath is still there—they're just buried under all these protective mechanisms that were supposed to keep you safe but have actually imprisoned you.
The good news is that we can work to dismantle these patterns. It won't happen overnight—they took time to build up, and they'll take time to address. But change is absolutely possible. You can reconnect with yourself, rebuild relationships, sleep properly, and live without this constant sense of threat.
But it's going to require commitment and courage from you. It will mean facing the things you've been avoiding, tolerating discomfort, and challenging beliefs you've held for a very long time.
I want to be clear: therapy isn't passive. I'm here to guide you, but you're the one who has to do the work between sessions—practicing new ways of thinking and behaving, gradually facing feared situations, building new patterns.
Are you willing to commit to that process? Because if you are, we can absolutely work on getting you back to yourself—or perhaps discovering a version of yourself that's even stronger than before all of this began.
What do you think?"
1,Claude,CBT,"That sense of just going through the motions, of existing rather than living—that's what happens when anxiety and depression take over. And the guilt you feel when trying to enjoy something? That's another symptom of this whole system we've been discussing.
Let me ask: what does your mind tell you when that guilt appears? Is it ""I should be working""? ""I don't deserve to enjoy myself""? ""I'm wasting time""? ""I haven't earned this because I'm not good enough""?
I suspect the guilt is connected to those impossibly high standards and the belief that your worth depends on productivity and achievement. If you're not working or being ""useful,"" then you're failing somehow. So even potential moments of pleasure or rest get contaminated by self-criticism.
And when you can't enjoy anything, when you have no passions or hobbies, life becomes joyless—which feeds the exhaustion, which makes everything harder, which reinforces the belief that something is fundamentally wrong with you.
But listen—we really do need to stop now. I know there's more you want to talk about, and we will. But trying to address everything in one session isn't helpful. What we've done today is map out the terrain—we can see the landscape of what you're dealing with. Now we need to work through it systematically.
So here's what I want you to take away from today: You're stuck in a cycle driven by the belief that you're not good enough, maintained by anxiety and avoidance. Everything—the sleep, the relationships, work, social life, even hobbies—is being affected. But this is treatable. We have clear directions for our work together.
Can you come back next week, same time?"
1,Claude,CBT,"I hear you. And that's another painful realization—that you're spending most of your waking hours doing something that doesn't fulfill you.
But I'm going to ask you to hold that thought for now, because we're not in a position to make big decisions about career changes or life direction yet. Not when you're this depleted, anxious, and disconnected from yourself.
Right now, I don't think you can accurately assess what would make you happy, because you're not able to experience happiness or fulfillment in anything—not your relationship, not hobbies, not friendships, not even moments of rest. The problem isn't necessarily your career choice. The problem is that anxiety and these beliefs about inadequacy have drained the color out of your entire life.
Once we work on the underlying issues—once you're sleeping, less anxious, less isolated, able to be present and connected—then you'll be in a position to honestly evaluate whether your career path is right for you or whether you want to make changes.
Making major life decisions from this place of exhaustion and distress rarely leads to good outcomes. We need to stabilize things first.
I know that's frustrating to hear—you want answers and relief now. But real, lasting change takes time and systematic work.
So, can you commit to coming back next week? Because we have a lot of work to do, and I believe we can help you find your way back to a life that feels worth living.
What do you say?"
1,Claude,CBT,"I will often feel that I’m on auto-pilot before and during work, and then after, I’m just lost, exhausted and struggle to do anything"
1,Claude,CBT,"That question—""Is this all there is?""—tells me how much pain you're in. When life feels like just surviving, just going through motions, when nothing brings joy or meaning, when you're exhausted and isolated and anxious all the time... I understand why you'd ask that.
But no. This is not all there is.
What you're experiencing right now is what happens when anxiety, perfectionism, and these beliefs about inadequacy take over completely. You're living in a very narrow, constricted version of life—one focused entirely on threat-detection, self-protection, and trying to meet impossible standards.
But there's another way to live. One where you can sleep peacefully, connect genuinely with people, take risks without paralyzing fear, make mistakes without it defining your worth, feel satisfaction in your accomplishments, be present with your partner, pursue things that interest you, and experience joy.
That life is possible for you. But you have to be willing to do the work to get there. And I won't lie to you—it will be challenging. It will require facing things you've been avoiding, sitting with discomfort, and fundamentally changing how you relate to yourself and the world.
But you've already taken the first step by being here today and being so honest about what you're experiencing. That takes courage.
So I'm going to ask you one more time: are you willing to commit to this process? To coming back, doing the work between sessions, and trusting that change is possible even when it feels impossible?"
1,Claude,CBT,"That loss—of dreams, ambitions, the sense of possibility—that's one of the most painful things about what you're going through. It's like anxiety has taken up so much space that there's no room left for hope or imagination about the future.
But those dreams didn't disappear because they were wrong or because you've fundamentally changed. They got buried under the weight of everything we've talked about today—the exhaustion, the fear, the belief that you're not good enough, the constant vigilance. When you're in survival mode, you can't dream. You can barely get through the day.
Here's what I want you to hold onto: those dreams are still in there somewhere. And as we work together to address the anxiety, the sleep problems, the perfectionism, the avoidance—as you start to reclaim your life—there will be space again for you to reconnect with what you want, what matters to you, what excites you.
But we can't skip to that part. We have to start with the foundations—helping you sleep, challenging the beliefs that are keeping you stuck, gradually facing the things you've been avoiding, learning that you can handle uncertainty and imperfection.
The path forward exists. But you have to take the first step by committing to the work.
So—next week, same time. We'll start putting together a proper plan. We'll work on this systematically, one piece at a time.
I'll see you then. Take care of yourself this week."
1,Claude,CBT,"I understand. When you're struggling just to get through each day, thinking about five years ahead feels impossible and almost absurd. That question probably highlights the gap between where you are and where you feel you ""should"" be—which just adds more pressure and reinforces that sense of inadequacy.
But here's the truth: you don't need a five-year plan right now. What you need is to focus on getting through this week, coming back next session, and starting to make small changes that will gradually help you reclaim your life.
The future will take care of itself once we address what's happening in the present.
Look, I know today has been intense. We've uncovered a lot, and I imagine you're feeling quite raw right now. That's normal. Sometimes naming everything that's been happening can feel overwhelming, even though it's an important first step.
But I want you to leave here today knowing this: what you're experiencing is understandable given the beliefs and patterns we've identified. You're not broken. You're stuck in a cycle that we can work together to break.
For this week, just focus on noticing the patterns we discussed—no pressure to change anything yet. And please, be gentle with yourself.
I'll see you next week. We'll take this one step at a time.
Take care."
1,Claude,CBT,"I can see how much pain you're in, and I understand the urgency you feel to figure everything out right now. But what you're doing in this moment is exactly what's been keeping you stuck—your mind is catastrophizing, jumping from worry to worry, scanning for all the ways you've failed or might fail.
And I need to gently but firmly stop us here, because what's happening right now is part of the problem, not the solution.
You're ruminating—going over and over these big existential questions while you're exhausted, anxious, and not thinking clearly. And rumination never leads to answers or relief. It just keeps you spinning.
Here's what I need you to hear: you haven't wasted the last few years. You've been struggling, yes, but you've also been surviving. And today, you've taken a really important step by being here and being honest about what's going on.
But we cannot solve everything today. We cannot answer whether you've wasted time, whether your relationship is right, whether your career is wrong, what your five-year plan should be—none of it. Not today.
What we can do is commit to the process of working on this together, week by week, building the foundation that will eventually allow you to answer those questions from a healthier, clearer place.
So I'm going to ask you to trust me: come back next week. We'll start the real work then.
Can you do that?"
1,Claude,CBT,"That's a profound question, and honestly, it's one that many people ask themselves at some point. But right now, in the state you're in, you can't answer it reliably.
Your entire experience of life is being filtered through anxiety, exhaustion, fear of judgment, and the belief that you're not good enough. You're making choices based on avoiding embarrassment, meeting impossible standards, and trying to earn worth through achievement. So of course you can't tell what you genuinely want versus what you think you ""should"" want—your own authentic voice has been drowned out by all that noise.
This is exactly why we need to do the therapeutic work first. As we reduce the anxiety, challenge those beliefs, and help you reconnect with yourself—the person you said you don't recognize anymore—you'll gradually develop more clarity about what you actually want.
But that clarity will come as a result of the work, not before it.
I know you want answers now. I know the uncertainty is painful. But trying to figure out your entire life while you're in crisis mode is like trying to navigate while the compass is broken. We need to fix the compass first.
So please—trust the process. Come back next week. We'll begin.
And between now and then, try to be compassionate with yourself. You're carrying a very heavy load, and you've been carrying it alone for too long.
I'll see you next week. Take care."
